Link,Month-Year,Occurred,City,State,Country,Shape,Summary,Reported,Media,Explanation
Open !,2024/08,08/23/2024 12:07,Boston,MA,USA,Star,Viewed from the flight deck by both pilots and a cabin crew,,,
Open,2024/08,08/23/2024 09:30,Lusk,WY,USA,Circle,White circle hovering in the same place despite winds and altitude.,Y,,
Open,2024/08,08/23/2024 07:05,Albany,NY,USA,Cigar,It was a pill shaped metallic object with an aura of blue and white light around it. It was moving slowly.,,,
Open,2024/08,08/23/2024 06:20,Bloomington,WI,USA,Circle,Large round light moving across the sky. Then 3 red flares come out of back of it. No sound. The up n disappeared.,,,
Open,2024/08,08/23/2024 06:12,Madison,WI,USA,Flash,3 bright sputter flashes maybe explosions of craft or satellite falling,,Meteor?,
Open,2024/08,08/23/2024 02:10,Bethlehem,PA,USA,Circle,"UAP was flying slow, stopped then moved laterally",Y,Aircraft?,
Open,2024/08,08/23/2024 00:30,Sydney,New South Wales,Australia,Circle,Went outside for a smoke looked up saw a very bright blue white object it then commenced to move right ran inside and filmed it,Y,,
Open,2024/08,08/22/2024 22:30,Missoula,MT,USA,Light,"Blue light, Zipping",,Drone?,
Open !,2024/08,08/22/2024 21:48,Salem,IN,USA,Triangle,Large bright blue/white lights shined down right on top of us. I told my friend from Louisille to check herself for burns lonight,,Meteor?,
Open,2024/08,08/22/2024 21:45,Knoxville,TN,USA,Cigar,Driving down the road and saw it shoot through the sky,Y,Meteor,
Open,2024/08,08/22/2024 21:04,Wetaskiwin,AB,Canada,Circle,Odd object in the sky,Y,,
Open,2024/08,08/22/2024 21:00,Tiptonville,TN,USA,Teardrop,Unknown large object heading to earth,,,
Open,2024/08,08/22/2024 12:10,Brian Head,UT,USA,Cube,when I was diving down the road i saw the cafts and then was scared. so i report it. then I,,,
Open,2024/08,08/22/2024 03:52,Stiles,TX,USA,Light,These unexplained lights appear after the sunsets (19:52 - 21:14) and before each sunrise (3:51 - 5:28) on a clear night.,Y,,
Open,2024/08,08/22/2024 03:00,Bountiful,UT,USA,Disk,Strange shiny metallic disk hovering low in the sky in my front yard,,,
Open,2024/08,08/21/2024 23:30,Lebanon,OR,USA,Triangle,"Triangle set of lights moving south, form to one straight line, stop, then vanish or travel east fast?",,,
Open,2024/08,08/21/2024 22:50,Colorado Springs,CO,USA,Orb,I sent picture and videos to TV station KRDO. Two people responded saying I was one of many that saw this craft hovering over the city.,Y,Drone?,
Open,2024/08,08/21/2024 21:28,Corcoran,CA,USA,Circle,It had 3 lights,Y,,
Open,2024/08,08/21/2024 20:11,Wentzville,MO,USA,Triangle,A triangular object with lights that hovered and spun,Y,Drone?,
Open,2024/08,08/21/2024 19:25,Salt Lake City,UT,USA,Oval,"Heading east from Wendover, NV to SLC, UT",,,
Open,2024/08,08/21/2024 12:15,Virginia Beach,VA,USA,Oval,NATO air show on beach photos while f22 demo,Y,Insect?,
Open,2024/08,08/21/2024 03:00,Tampa,FL,USA,Other,A craft red in middle white lights on each side,,,
Open,2024/08,08/20/2024 23:19,Saint Andrew's,NL,Canada,Light,It was just floating and moving around in one spot,Y,Insect?,
Open,2024/08,08/20/2024 23:00,Bromborough,England,United Kingdom,Light,"Flashing lights, moving steadily",,Drone?,
Open,2024/08,08/20/2024 21:50,Bethel,ME,USA,Orb,"Craft moved slightly alerting my eyes, then hovered for minutes after I began recording. Its erratic departure is on film.",Y,Searchlight,
Open,2024/08,08/20/2024 19:00,Bradenton,FL,USA,Cube,"I viewed a cube like object floating horizontal from my right to left , low in the sky from my bedroom window.",,,
Open,2024/08,08/20/2024 18:55,Cohutta,GA,USA,Sphere,There is a white sphere that appears to reflect light hovering over my location.,Y,,
Open,2024/08,08/20/2024 17:25,Longmont,CO,USA,Unknown,"Sitting outside brewing I saw an object flying very slowly, at maybe 10k feet elevation (plus or minus 2k feet), travelling slowly",Y,Balloon,
Open,2024/08,08/20/2024 11:35,Los Angeles,CA,USA,Sphere,Working in my yard and noticed two craft quite close to each other. One moved off and disappeared before I could get my phone.,Y,Balloon,
Open,2024/08,08/20/2024 03:30,Houma,LA,USA,Orb,I watched it for about 45 minutes then when back inside multiple objects flying in the sky they change direction,Y,,
Open,2024/08,08/20/2024 01:30,North Augusta,SC,USA,Changing,I saw multiple interchanging blue lights and a red dot with a line,Y,,
,2024/08,,,,,,,,,
Open,2024/07,07/31/2024 23:29,Exton,PA,USA,Changing,Viewed at 23:29 July 31 2024 outside of Philadelphia by about 20 miles,Y,,
Open,2024/07,07/31/2024 20:56,Huntington Beach,CA,USA,Formation,Close light turned into cluster,,,
Open,2024/07,07/31/2024 20:35,Clarion,PA,USA,Cigar,"Moving south east, fast",Y,,
Open,2024/07,07/31/2024 15:45,Arcadia,FL,USA,Orb,"Saw a bright object, snapped a pic",Y,,
Open,2024/07,07/30/2024 23:30,Paducah,KY,USA,Sphere,Picked up an orb on my security cameras going towards the nuclear facility located in Paducah Ky.,Y,,
Open,2024/07,07/30/2024 22:49,London,KY,USA,Light,Four separate lights that moved erratically in total silence.,,,
Open,2024/07,07/30/2024 22:36,San Diego,CA,USA,Changing,Was moving around differnt directions. Recording was 30x zoom android phone,Y,,
Open,2024/07,07/30/2024 22:30,Romney,WV,USA,Unknown,Drone hovered for 45 kinutes,Y,Drone,
Open,2024/07,07/30/2024 22:15,Sabattus,ME,USA,Cube,Black what seems tethered aircraft with lights,Y,,
Open,2024/07,07/30/2024 21:45,Croton-on-Hudson,NY,USA,Orb,2 neon green orbs high up in the sky in formation traveling faster than a plane,,,
Open,2024/07,07/30/2024 20:15,South Fork,CO,USA,Other,"Witnessed two craft that appeared as Two ""side by side"" orbs of white light",,,
Open !,2024/07,07/30/2024 13:35,Deer Park,WA,USA,Oval,Craft Flying Just Above The Trees No Sound,,,
Open,2024/07,07/30/2024 07:21,Dry Lake,NV,USA,Orb,Object moving and only visible for 30 seconds,Y,,
Open,2024/07,07/29/2024 21:35,Rochester,NY,USA,Fireball,I was walking outside I saw fireballs in the hovering slowly headed southwest,Y,Chinese Lantern,
Open,2024/07,07/29/2024 21:30,Del Norte,CO,USA,Circle,Witnessed two orbs of light descending down the sky and faded to nothing while still in sight,,,
Open,2024/07,07/29/2024 20:55,Hyrum,UT,USA,Circle,"The object hovered in the sky. I grabbed binocs. I watched it intently; an artist, I studied details. I moved 50'. It vanished",Y,,
Open,2024/07,07/29/2024 19:33,Nibley,UT,USA,Sphere,Black Rectangle suspended inside a translucent sphere,Y,Balloon?,
Open,2024/07,07/29/2024 08:57,Rye,NH,USA,Fireball,Object was moving slowly like it was searching,Y,,
Open,2024/07,07/29/2024 03:30,Jefferson Hills,PA,USA,Circle,First craft starting moving downwards other one started blinking I thought I was losing my mind it happened,,,
Open,2024/07,07/29/2024 01:37,Istanbul,İstanbul,Türkiye,Orb,"I was at my grandparents' house. At midnight, we saw a yellow sphere. We thought it was the moon. But the moon was in the west.",Y,,
Open !,2024/07,07/29/2024 01:15,Spring,TX,USA,Triangle,"The craft was a large black triangle. The underside had red lights on all 3 points, with a large white light in the middle.",Y,,
Open,2024/07,07/28/2024 23:45,Oslo,Oslo,Norway,Unknown,"UFO with irregular flashes of white, steady red light with long pauses and sudden rapid movement",Y,,
Open,2024/07,07/28/2024 21:28,Tramway,NC,USA,Orb,Bright lit orb moving south towards Ft Liberty (bragg) floating like a balloon,,,
Open,2024/07,07/28/2024 19:08,Ripon,England,United Kingdom,Circle,Was observed to be stationary in the sky sillouetted against cumulous clouds. Grey clouds obscured the object,,,
Open,2024/07,07/28/2024 14:07,Vidor,TX,USA,Other,Flaming Sword in the sky.,Y,Contrail?,
Open,2024/07,07/28/2024 12:35,Threemilestone,England,United Kingdom,Sphere,They came to say hi before I started work.,,,
Open,2024/07,07/28/2024 02:24,Long Beach,CA,USA,Unknown,"I observed what I initially believed was a rocket; however, the object appeared to shut down power and disappear.",,Rocket,
Open,2024/07,07/27/2024 23:19,Danville,IN,USA,Unknown,"20-30 craft, red in color, flying together, not in formation, coming up from horizon and heading west",,,
Open,2024/07,07/27/2024 22:00,Palomar Mountain,CA,USA,Unknown,"Cloudy white figure showed up behind fire. Once light shined on it, moved instantly on trail above campsite where two tiny eyes watched",,,
Open,2024/07,07/27/2024 21:55,Wadsworth,OH,USA,Triangle,"Observed object enter from the West, by Arcturus, proceed across the Corona Borealis and stop in the ""body"" of Hercules while rotating",,,
Open,2024/07,07/27/2024 21:31,Calshot,England,United Kingdom,Circle,Two lights materialised and moved away,Y,Drone?,
Open,2024/07,07/27/2024 21:30,Eureka,NV,USA,Light,"Amorphous blob of light, faded into red dot, shot beam of light over mountains. Beam of light moved around quite a bit.",,,
Open,2024/07,07/27/2024 13:11,Alamogordo,NM,USA,Orb,Fast moving black orb aircraft,Y,,
Open !,2024/07,07/27/2024 12:15,Hampstead,NC,USA,Cylinder,"Aircraft reports unlit, solid cylindrical object oriented vertically, moving horizontally",,,
Open,2024/07,07/27/2024 11:58,Harmar,PA,USA,Cylinder,"Vertical 25 ft long 4ft diam, rotating slow disappeared in cloud. I was in USAF weird",,,
Open,2024/07,07/27/2024 02:58,South Albury,New South Wales,Australia,Circle,Glowing ball of circle of light.Not a star no lights to be a drone,Y,,
Open,2024/07,07/27/2024 01:35,Fort Wayne,IN,USA,Light,Object appeared over tree line and reversed suddenly,,,
Open,2024/07,07/26/2024 23:57,Escondido,CA,USA,Chevron,Large unlit object rapidly passing at a consistent speed/direction across the sky,,,
Open,2024/07,07/26/2024 23:45,Ottawa,IL,USA,Star,Strange lights moving in unison very fast,,,
Open,2024/07,07/26/2024 22:48,Springdale,UT,USA,Orb,"Was stargazing and doing astrophotography. Had just put my camera on my backpack (exposuretime: 30, f/2.8, ISO 5000, 16 mm) when id.",Y,,
Open,2024/07,07/26/2024 22:30,Portland,OR,USA,Star,Object apparently turned off,Y,Satellite,
Open,2024/07,07/26/2024 22:26,Rogers,AR,USA,Circle,"Large circular balls, hover, pulse and shaking. Size of yoga balls, jet across the sky in very fast and in odd patterns, then hovering",,,
Open,2024/07,07/26/2024 22:17,Twin Bridges,CA,USA,Triangle,"After capturing many long exposure photos, 10 seconds each withe the phone on stable ground, i reviewed the photos and found an object",Y,Insect?,
Open,2024/07,07/26/2024 21:50,Tacoma,WA,USA,Star,"During my meditation, a star-shaped light descended toward me rapidly and shot back up.",Y,,
Open,2024/07,07/26/2024 21:45,Harpursville,NY,USA,Orb,While star gazing and watching planes go over in the night a bright glowing orb came across the sky,Y,,
Open,2024/07,07/26/2024 21:45,Harpursville,NY,USA,Orb,Glowing orb moving at about the speed of a higher satellite but at. Airplane lower altitude. Moving south east to north east,Y,,
Open,2024/07,07/26/2024 21:25,Holbrook,NY,USA,Light,Lights flew over at intervals.,,Chinese Lantern?,
Open,2024/07,07/26/2024 20:30,Waldport,OR,USA,Sphere,"Translucent orb in sky with curl or bright lights on top and bottom, panels seen inside",Y,,
Open,2024/07,07/26/2024 20:14,Detroit,OR,USA,Circle,We were standing on the shoreline and looked back over the trees towards our camp where we saw the white glowing object hovering.,Y,,
Open,2024/07,07/26/2024 12:02,Hounslow,England,United Kingdom,Sphere,"As the plane was coming to land, in the video from 8 seconds to the end of the video, an object zooms past the plane.",Y,Drone?,
Open,2024/07,07/26/2024 08:00,Portland,OR,USA,Triangle,"Black triangle came down from mt hood, when near city skipped in diagonal pattern before dissappearing",Y,,
Open,2024/07,07/25/2024 23:30,Fort Stockton,TX,USA,Unknown,4 smaller 1 large craft flew over and disappeared,,,
Open,2024/07,07/25/2024 22:30,Rancho Santa Fe,CA,USA,Light,Was observing Arcturus using Star Maps App (iPhone) & Big Dipper to right and a star brightened moved erratically & Disappeared,,,
Open,2024/07,07/25/2024 21:45,Franklin,TN,USA,Sphere,Glowing sphere,,,
Open,2024/07,07/25/2024 20:09,Brimfield,MA,USA,Formation,"Nearly opposite sunset, we saw two ovoid shapes connected by a line reflecting the sunset in the center of their shape",Y,,
Open,2024/07,07/25/2024 18:40,Peterborough,NH,USA,Orb,Silver orb moved west to east with no sound.,,Balloon?,
Open,2024/07,07/25/2024 12:00,Belen,NM,USA,Light,East security camera at about 00:00 hrs,Y,Aircraft?,
Open,2024/07,07/24/2024 23:15,Belle Fourche,SD,USA,Orb,Blue Orb UFO with white rings,Y,,
Open,2024/07,07/24/2024 22:24,Bemidji,MN,USA,Orb,Very bright light in sky moving erratically in south to southeast,,,
Open,2024/07,07/24/2024 21:35,Bradenton,FL,USA,Orb,Myself and 2 other police officers saw an unidentified light in the sky that did not behave in the manner of a known object.,,,
Open,2024/07,07/24/2024 20:19,Erode,Tamil Nadu,India,Circle,I thought it was a meteorite but it came fast and stopped for 2 or 3 seconds and then went fast,,,
Open,2024/07,07/24/2024 10:17,Salem,OR,USA,Unknown,Light shoots down then does a sharp turn and changes directions,Y,Insect?,
Open,2024/07,07/24/2024 07:40,Silvana,WA,USA,Oval,"White oval shape object, very large, disappeared and reappeared on other side of field",,,
Open,2024/07,07/23/2024 22:34,Newport News,VA,USA,Circle,Object’s zig zag movement,Y,,
Open,2024/07,07/23/2024 21:16,Hankins,NY,USA,Circle,Saw a weird light from a bridge and as we got closer it stayed stationary and then we saw a circle shaped light before we pulled over,Y,,
Open !,2024/07,07/23/2024 20:15,Wausau,WI,USA,Oval,"I was driving eastbound on ""Z"" and I saw a large gray oval flying very low in the distance, barely above the trees flying northbound.",,,
Open,2024/07,07/23/2024 19:10,Durham,NC,USA,Cube,Saw a slow moving spec that could’ve been a cube. It didn’t appear to have wings or a propellor and was fading into the clouds.,,Balloon?,
Open,2024/07,07/22/2024 14:30,Englewood,CO,USA,Cone,"Co worker seen object first moving behind some trees and asked me "" what was that and that it was come out from the other side of some",Y,,
Open,2024/07,07/22/2024 13:12,Tustin,CA,USA,Sphere,"Noticed round flashing blue sphere, then noticed flashing white sphere above it",Y,Balloon,
Open,2024/07,07/22/2024 05:00,Grand Junction,CO,USA,Unknown,Objects observed over two consecutive mornings in late July 2024. Please see attached image file for more details.,Y,,
Open,2024/07,07/22/2024 05:00,Grand Junction,CO,USA,Unknown,Objects observed over two consecutive mornings in late July 2024. Please see attached image file for more details.,,,
Open,2024/07,07/21/2024 22:35,Grand Junction,CO,USA,Triangle,Black triangle with three flashing white lights. 600 feet in the air moving slowly Southeast,Y,Drone?,
Open,2024/07,07/21/2024 21:40,Houma,LA,USA,Light,I was going down the street got to the end to where I could turn on to the main road which was west park ave,Y,,
Open,2024/07,07/21/2024 17:39,Camden,TN,USA,Disk,I took a video when I seen it,Y,Bird?,
Open,2024/07,07/21/2024 12:32,Broomfield,CO,USA,Cross,Crossed moon orbit in a north east flight pattern a a unusual rate of speed,,,
Open,2024/07,07/21/2024 10:00,Salem,WI,USA,Disk,I was filming a helicopter then seen a black disk object,Y,Bird,
Open,2024/07,07/21/2024 04:51,Millbrook,NY,USA,Sphere,Bright light seen hovering in the Dan hours of the morning,,,
Open,2024/07,07/20/2024 23:44,Rivière-à-Pierre,QC,Canada,Orb,"Bright white light turns to red no plane engine sound before and after, relative low altitude",,Drone?,
Open,2024/07,07/20/2024 22:20,Brownsburg,IN,USA,Triangle,"Saw one orange light, then 3 more that were is a triangle shape thought we saw a shape in the clouds but unsure.",Y,Cloud,
Open,2024/07,07/20/2024 22:15,Tacoma,WA,USA,Light,"bright hot light suddenly appears in the sky, travels very quickly at 20 degree angle for less than 2 seconds",,,
Open,2024/07,07/20/2024 20:24,Moorhead,MN,USA,Rectangle,It looked like a black Plastic bag.,Y,Balloon?,
